ticker,weight,weight_pct
LQD,0.3000000000000001,30.00%
AAPL,0.2519873925268298,25.20%
GLD,0.23666408399466995,23.67%
TLT,0.19083640204932537,19.08%
GE,0.02051212142917473,2.05%
