ticker,weight,weight_pct
IEF,0.29999999999999993,30.00%
TLT,0.2835808662721992,28.36%
AAPL,0.13626569402229777,13.63%
AMZN,0.12096160947969685,12.10%
GLD,0.08530693494997273,8.53%
WMT,0.0738848952758329,7.39%
