ticker,weight,weight_pct
AAPL,0.06666666666666668,6.67%
MSFT,0.06666666666666668,6.67%
GOOGL,0.06666666666666668,6.67%
JPM,0.06666666666666668,6.67%
JNJ,0.06666666666666668,6.67%
XOM,0.06666666666666668,6.67%
GE,0.06666666666666668,6.67%
SPY,0.06666666666666668,6.67%
QQQ,0.06666666666666668,6.67%
IWM,0.06666666666666668,6.67%
TLT,0.06666666666666668,6.67%
IEF,0.06666666666666668,6.67%
LQD,0.06666666666666668,6.67%
GLD,0.06666666666666668,6.67%
SLV,0.06666666666666668,6.67%
