Date,0
2020-05-07,1.0049117971644421
2020-05-08,1.0014280680772996
2020-05-09,1.0013569373130615
2020-05-10,1.00017350250101
2020-05-11,0.9988344933233706
2020-05-12,1.0000558154305348
2020-05-13,1.0034356960555002
2020-05-14,1.007617006773332
2020-05-15,1.009014306329482
2020-05-16,1.0092977623310628
2020-05-17,1.009652195487063
2020-05-18,1.001440240277008
2020-05-19,1.003111031384912
2020-05-20,1.0031770251112964
2020-05-21,1.0012518156841228
2020-05-22,1.0045523520815987
2020-05-23,1.0046327619229451
2020-05-24,1.0043017643845629
2020-05-25,1.0044609061457264
2020-05-26,0.9966469129029012
2020-05-27,0.9971299519152742
2020-05-28,0.9960453660833349
2020-05-29,0.9992600033506901
2020-05-30,1.0006025555619953
2020-05-31,0.9999602815049022
2020-06-01,0.9987292269201086
2020-06-02,0.9965354276768646
2020-06-03,0.9890369768973365
2020-06-04,0.9846806640758361
2020-06-05,0.9816046882898893
2020-06-06,0.9816441802812744
2020-06-07,0.9818238186130434
2020-06-08,0.9837582363606747
2020-06-09,0.9882605659701846
2020-06-10,0.9957203578301691
2020-06-11,0.9969900832816601
2020-06-12,0.9967202685987662
2020-06-13,0.9968015536776788
2020-06-14,0.9965278849132748
2020-06-15,0.9951737915961614
2020-06-16,0.9951784047817793
2020-06-17,0.9965988299575654
2020-06-18,0.9999952415336634
2020-06-19,1.0008158961296412
2020-06-20,1.0010130657693608
2020-06-21,1.000987048928916
2020-06-22,1.003530388387989
2020-06-23,1.0042553173500761
2020-06-24,1.00534746668202
2020-06-25,1.0072857861327973
2020-06-26,1.0077846744033312
2020-06-27,1.007167997935083
2020-06-28,1.0073939294526686
2020-06-29,1.0097321414970055
2020-06-30,1.0089687029677534
2020-07-01,1.0072334450847455
2020-07-02,1.008103762904452
2020-07-03,1.0077350199618331
2020-07-04,1.008080383353877
2020-07-05,1.0079504352921138
2020-07-06,1.0096220391687396
2020-07-07,1.0139825030385279
2020-07-08,1.0146204514539174
2020-07-09,1.0193904576212311
2020-07-10,1.0170781395813606
2020-07-11,1.016982356731973
2020-07-12,1.0171511309771422
2020-07-13,1.016705515844822
2020-07-14,1.018868992416759
2020-07-15,1.017857657032615
2020-07-16,1.0166680398614132
2020-07-17,1.0159370482607153
2020-07-18,1.0161129045167216
2020-07-19,1.0163055581109433
2020-07-20,1.0199331916350676
2020-07-21,1.0194724927294703
