total_return,annual_return,annual_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,var_95,cvar_95,win_rate,skewness,kurtosis,avg_turnover,total_transaction_costs,n_rebalances,n_years
0.5957415928984884,0.0923693778899124,0.10557013035601831,0.5968860569504947,0.7331588427532457,-0.19648965183345118,0.47009792642009796,-0.01041084977626312,-0.016520467476021716,0.5213803450862715,-0.3365770317369132,3.889060745878866,0.7081724691528584,0.045323038025782934,64,5.2896825396825395
